ParticipantId,Town/City Size,Age,Community Type,Education,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Migrant Status,Personal Income,Country Of Residence,Household Income,Years of Residence,Race,Employment Status,all_use,all_dd_1,all_dd_2,all_dd_3,all_dd_4,thoughts_BC_A,feel_BC_A,battery_BC_A_1,battery_BC_A_2,battery_BC_A_3,feel_OS_A,battery_OS_A_1,battery_OS_A_2,battery_OS_A_3,feel_DS_A,battery_DS_A_1,battery_DS_A_2,battery_DS_A_3,feel_HD_A,battery_HD_A_1,battery_HD_A_2,battery_HD_A_3,thoughts_A_compare,feel_A_compare,like_A_compare,stands_A_compare,thoughts_EX_B,feel_EX_B,battery_EX_B_1,battery_EX_B_2,battery_EX_B_3,feel_DS_B,battery_DS_B_1,battery_DS_B_2,battery_DS_B_3,feel_HD_B,battery_HD_B_1,battery_HD_B_2,battery_HD_B_3,feel_OS_B,battery_OS_B_1,battery_OS_B_2,battery_OS_B_3,thoughts_B_compare,feel_B_compare,like_B_compare,If_stand_out,thoughts_YOU_C,like_YOU_C,battery_YOU_C_1,battery_YOU_C_2,battery_YOU_C_3,feel_OS_C,battery_OS_C_1,battery_OS_C_2,battery_OS_C_3,feel_HD_C,battery_HD_C_1,battery_HD_C_2,battery_HD_C_3,feel_DS_C,battery_DS_C_1,battery_DS_C_2,battery_DS_C_3,thoughts_C_compare,feel_C_compare,like_C_compare,stands_C_compare,thoughts_AXE_D,feel_AXE_D,battery_AXE_D_1,battery_AXE_D_2,battery_AXE_D_3,feel_HD_D,QID60_1,QID60_2,QID60_3,feel_DS_D,battery_DS_D_1,battery_DS_D_2,battery_DS_D_3,feel_OS_D,battery_OS_D_1,battery_OS_D_2,battery_OS_D_3,treatment,treatment_YOU,treatment_EX
908F956A1AF447B28CB84B79027DCE4C,"City 200,000+",49,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$60,000-$69,999",United States,"$60,000-$69,999",My whole life,Black or African American,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think it is a little much,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Like it,Agree,Neutral,Neutral,0,0,0
E34FE02623E14A199D5DBBE204BE5F31,"City 200,000+",33,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)","Agriculture, Food and Natural Resources",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$30,000-$39,999",My whole life,White,Full-time,I use deodorant,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,It's bizarre and incomprehensible.,Neutral,Neutral,Neutral,Neutral,Dislike it,Disagree,Disagree,Disagree,Somewhat Dislike it,Disagree,Disagree,Disagree,Somewhat Like it,Somewhat Agree,Neutral,Somewhat Agree,"I can barely read it, it is weird.",3,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
9A0A124A72D142888B2ABE63A3BE6FC6,"City 200,000+",33,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)","Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Full-time,I use deodorant,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,There's something new about this scent? What? Who knows,Like it,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,0,0,0
9C4D05C5283344AE9CE9E221756A1A18,"City 100,000 - 199,000",35,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)","Science, Technology, Engineering & Mathematics",Single,Independent,"Yes, Mexican, Mexican Am., Chicano",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$60,000-$69,999",My whole life,An ethnicity not listed here,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Generic and bland,Neutral,Neutral,Disagree,Neutral,Somewhat Like it,Agree,Strongly Disgaree,Somewhat Agree,Neutral,Neutral,Strongly Disgaree,Neutral,Neutral,Neutral,Strongly Disgaree,Neutral,"It's generic and bland, predictable",2,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
52E4D7F0CDCC4B2985711DC664B61ECF,"City 200,000+",44,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Retail,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$80,000-$89,999",My whole life,White,Full-time,I use deodorant,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,Relationship oriented to push some productivity to smell rather than the smel itself.,Somewhat Dislike it,Neutral,Somewhat Disagree,Somewhat Disagree,Dislike it,Disagree,Disagree,Disagree,Somewhat Like it,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Neutral,I think that the new one is too focused on relationships.,2,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
6140C363C73D40E0928DE1467073008B,"City 100,000 - 199,000",34,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$50,000-$59,999",My whole life,White,Part-time,I use deodorant,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I hope it's better than the old axe effect,Neutral,Somewhat Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Like it,Somewhat Agree,Agree,Somewhat Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,0,0,0
6BB9322B779B40D19994176DA55902A8,"City 200,000+",41,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",I’d Rather Not Say,Married,Republican,"Yes, Mexican, Mexican Am., Chicano","I was born in the United States, but one of my parents was not","$50,000-$59,999",United States,"$70,000-$79,999",My whole life,White,Full-time,I use deodorant,3,1,4,2,"It's okay, a little on the nose.",Somewhat Like it,Agree,Somewhat Agree,Neutral,Like it,Agree,Strongly Agree,Agree,Somewhat Like it,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,The current one is fine.,3,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
508798E1A7B947E9B96BD052B28F80F7,"City 100,000 - 199,000",52,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Medicine,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$70,000-$79,999",United States,"$70,000-$79,999",Over 20 years,An ethnicity not listed here,Business Owner,I use deodorant,4,3,1,2,,,,,,,,,,,,,,,,,,,,,,It does not make any sense. What does it have to with deodorant? ,Strongly Dislike it,Strongly Disgaree,Strongly Disgaree,Strongly Disgaree,Somewhat Like it,Agree,Somewhat Agree,Neutral,Somewhat Like it,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Dislike it,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,It is nonsense. What does my ex have to do with deodorant?,1,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EBD1C692ABD9490DB0E3C5E81AE86224,"City 200,000+",27,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Retail,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$90,000-$99,999",My whole life,Black or African American,Part-time,I use deodorant,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I seems lame.,Strongly Dislike it,Strongly Disgaree,Strongly Disgaree,Strongly Disgaree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Like it,Neutral,Neutral,Somewhat Agree,0,0,0
34F3FBEBA1E34CAC9AFA473734919728,"City 200,000+",26,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)","Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$70,000-$79,999",United States,"$70,000-$79,999",My whole life,Chinese,Full-time,I use deodorant,2,1,4,3,I think it's a bit dated. ,Like it,Agree,Agree,Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,I like it. It feels concise and easy to remember. ,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
DD672F65E6414EDDA714FA3A69635EF5,"City 20,000 - 49,000",36,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Medicine,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$90,000-$99,999",My whole life,White,Full-time,I use deodorant,3,4,1,2,,,,,,,,,,,,,,,,,,,,,,It sounds violent. It makes me think of hacking up an ex-girlfriend. It will probably do well these days. It will definitely appeal to the Rogan toxic masculinity crowd.,Neutral,Neutral,Disagree,Neutral,Like it,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Like it,Agree,Neutral,Somewhat Agree,"It's violent. It conjures up the notion of hacking an ex-girlfriend to pieces. Given that most Americans are a chip off the 'ol Ted Bundy block these days, I believe it will be effective, but it will create controversy, which will only help. Just be aware that karma still exists. Jesus may forgive you, but the universe has other plans.",2,Dislike it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
B328D7890C6C4C1A9CD1168BB13E3ADE,"City 200,000+",40,"Urban – Densely populated, city or large town","Some college, but no degree","Transportation, Distribution & Logistics",Single,Independent,"Yes, Mexican, Mexican Am., Chicano",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$50,000-$59,999",5-10 years,Black or African American,Full-time,I use deodorant,2,1,4,3,Catchy in advertisment,Somewhat Like it,Strongly Disgaree,Neutral,Neutral,Strongly Dislike it,Strongly Disgaree,Neutral,Neutral,Somewhat Like it,Strongly Disgaree,Neutral,Somewhat Agree,Neutral,Strongly Disgaree,Neutral,Neutral,It makes it more attractive for an ad,5,Somewhat Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
E0D18BBBCD6B4625A1281C4347DED50B,"City 50,000 - 99,000",33,"Suburban – Mainly residential, bordering a city or large town","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$90,000-$99,999",5-10 years,White,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,I think it's kind of funny,Somewhat Dislike it,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Like it,Somewhat Agree,Neutral,Somewhat Agree,"I think it's edgy, but I like the new rebrand.",5,Somewhat Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
E2BA2E64A7A548368875A733ABB1D6B1,"City 100,000 - 199,000",31,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Finance,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$50,000-$59,999",My whole life,White,Full-time,I use deodorant,1,2,4,3,Sounds like a winner to me.,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Like it,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Like it,Agree,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,It’s ok….now that I think about it….it’s more geared towards just men…..where’s the women reference as in women love the smell of axe.,3,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
536E649546A14DB590F70A36419F2478,"City 200,000+",49,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree","Transportation, Distribution & Logistics",Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,White,Full-time,I use deodorant,4,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It doesn't seem very unique,Somewhat Dislike it,Neutral,Neutral,Neutral,Somewhat Like it,Neutral,Neutral,Neutral,Somewhat Like it,Neutral,Somewhat Agree,Somewhat Agree,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,0,0,0
9699036197734B979386DB4245EA24CA,"City 50,000 - 99,000",39,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Government & Public Administration,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$70,000-$79,999",United States,"$70,000-$79,999",My whole life,An ethnicity not listed here,Full-time,I use deodorant,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trying to stay relevant,Neutral,Neutral,Agree,Neutral,Like it,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It is better than the last one. It makes me more interested.,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
20BBD8537EB741D0908AFFF0683DE8FA,"City 20,000 - 49,000",44,"Urban – Densely populated, city or large town","Some college, but no degree",Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin","I was born in the United States, but both of my parents were not","$30,000-$39,999",United States,"$30,000-$39,999",5-10 years,Black or African American,Full-time,I use deodorant,1,3,2,4,,,,,,,,,,,,,,,,,,,,,,im confused by it. why the ex,Dislike it,Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Like it,Agree,Somewhat Agree,Somewhat Agree,its confusing..i think of my ex as negative so why do it?,3,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
109B0074A857440FAFE5FCB52BA8764B,"City 200,000+",53,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$40,000-$49,999",My whole life,White,Full-time,I use deodorant,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I like the tag line, but Evolved needs to be redone.  It looks like EVGLVED and it found it very confusing. ",Like it,Agree,Neutral,Somewhat Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,"I understand that the tagline is evolving from the past body sprays and deodorant, but what are you evolving from? Why do I care about your evolution? ",4,Somewhat Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
6EDE52107D6749A480FEBCA166F8AD08,"City 200,000+",38,"Suburban – Mainly residential, bordering a city or large town","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Finance,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$70,000-$79,999",United States,"$90,000-$99,999",My whole life,White,Full-time,I use deodorant,3,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,They are making changes to their products,Neutral,Neutral,Somewhat Agree,Neutral,Like it,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,They have made changes for the better,5,Neutral,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
70C0C369F2CD43CB9D92809C78798B7A,"City 200,000+",51,"Suburban – Mainly residential, bordering a city or large town",High school graduate - high school diploma or the equivalent (for example: GED),Other,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,White,Part-time,I use deodorant,2,1,4,3,,,,,,,,,,,,,,,,,,,,,,"It says that it is smelling fresh, feeling confident, and ditching the past.",Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Agree,Agree,It is a more modern tagline,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
279DAA3D45EF4037903C41B2B5AE8090,"City 200,000+",34,"Urban – Densely populated, city or large town","Some college, but no degree",I’d Rather Not Say,Single,Democrat,"Yes, Puerto Rican","I was born in the United States, but both of my parents were not","$10,000-$19,999",United States,"$10,000-$19,999",My whole life,An ethnicity not listed here,Unemployed,I use deodorant,3,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think it's catchy,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Like it,Agree,Somewhat Agree,Somewhat Agree,Like it,Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,It's a good description of a company that is changing,5,Somewhat Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,1,
46C4DD283B6C4CBF824FA858A3E11BF7,"City 20,000 - 49,000",34,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Retail,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$20,000-$29,999",United States,"$20,000-$29,999",My whole life,White,Full-time,I use deodorant,2,3,1,4,Its awesome I love axe products,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,It is catchy,6,Like it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
A94C47A3534648C18C19B2F7F0F4926E,"City 50,000 - 99,000",31,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$70,000-$79,999",United States,"$70,000-$79,999",My whole life,White,Full-time,I use deodorant,3,1,4,2,,,,,,,,,,,,,,,,,,,,,,Seems like a good and fitting line for Axe.,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Like it,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Like it,Somewhat Agree,Agree,Somewhat Agree,I think it will entertain potential customers more than the current tagline.,5,Neutral,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
37B9BA4DE306494B97E83128A97591F1,"City 200,000+",40,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Manufacturing,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$40,000-$49,999",United States,"$40,000-$49,999",My whole life,White,Full-time,I use deodorant,3,4,2,1,"really weak, not relevant to me, immature, for people who use bro in every sentence",Dislike it,Disagree,Disagree,Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Dislike it,Disagree,Disagree,Disagree,Somewhat Like it,Somewhat Agree,Neutral,Somewhat Agree,whoever made this up should be fired,2,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
039D3EDF20454B1085A5617123FC0CC5,"City 200,000+",66,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$10,000-$19,999",United States,"$20,000-$29,999",My whole life,White,Retired,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seems fitting for the axe brand - buzz words that don't have much to do with deodorant ,Dislike it,Disagree,Strongly Disgaree,Disagree,Strongly Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,Like it,Agree,Agree,Agree,It really doesn't mean anything to me. What have they evolved to? At least old spice's brand gives you some details on their product ,2,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
667DBBB2CB6B48BB85121C6CFAB2D6D9,"City 100,000 - 199,000",39,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$70,000-$79,999",United States,"$70,000-$79,999",My whole life,White,Full-time,I use deodorant,1,3,4,2,,,,,,,,,,,,,,,,,,,,,,Axe's new suggested tagline gives a fresh and modern feel that connects with today's audience but still keeps its fun spirit.,Like it,Somewhat Agree,Agree,Agree,Somewhat Like it,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Agree,Somewhat Agree,Somewhat Like it,Somewhat Agree,Somewhat Agree,Agree,"Axe's new suggested tagline effectively conveys confidence and attraction in a fresh, young way.",4,Neutral,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
75CF40DF1D184C4EB323A03C3422B05E,"City 200,000+",68,"Suburban – Mainly residential, bordering a city or large town","Some college, but no degree",Retail,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$80,000-$89,999",My whole life,White,Part-time,I use deodorant,2,1,4,3,Bro Code is ridiculous,Neutral,Somewhat Agree,Disagree,Somewhat Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Dislike it,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Like it,Agree,Somewhat Disagree,Agree,Ridiculous,1,Strongly Dislike it,Stands out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
BD2C9F913AC44332A1A1B637B7EC08B8,"City 50,000 - 99,000",20,"Urban – Densely populated, city or large town","Some college, but no degree",Marketing and Sales,Single,Republican,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","I was born in the United States, but both of my parents were not","$40,000-$49,999",United States,"$40,000-$49,999",My whole life,White,Part-time,I use deodorant,4,3,2,1,,,,,,,,,,,,,,,,,,,,,,tacky and probably smells bad.,Dislike it,Disagree,Strongly Disgaree,Strongly Disgaree,Somewhat Like it,Neutral,Somewhat Agree,Somewhat Agree,Like it,Agree,Somewhat Agree,Agree,Neutral,Neutral,Somewhat Agree,Neutral,It seems fairly immature,1,Strongly Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
8CEF6F2D5942438ABF5D94BF0E4D4E56,"City 200,000+",28,"Urban – Densely populated, city or large town","Bachelor's degree (for example: BA, AB, BS)",Arts,In a relationship,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Both I and my parents were born in the United States,"$30,000-$39,999",United States,"$30,000-$39,999",My whole life,White,Part-time,I use deodorant,2,3,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bright contrasting colors, not really effective",Somewhat Like it,Somewhat Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Like it,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,0,0,0
E496E6955B5A4A53B06AC9DBE01DB8C0,"City 200,000+",45,"Suburban – Mainly residential, bordering a city or large town","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Both I and my parents were born in the United States,"$80,000-$89,999",United States,"$90,000-$99,999",My whole life,White,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Generic, forgettable ",Dislike it,Disagree,Strongly Disgaree,Strongly Disgaree,Neutral,Somewhat Disagree,Disagree,Strongly Disgaree,Neutral,Neutral,Neutral,Neutral,Somewhat Like it,Agree,Somewhat Disagree,Somewhat Disagree,0,0,0
A7DAA2570696422199D1919BB26208A2,"City 20,000 - 49,000",29,"Suburban – Mainly residential, bordering a city or large town","Bachelor's degree (for example: BA, AB, BS)",Manufacturing,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$50,000-$59,999",My whole life,White,Full-time,I use deodorant,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,It's kinda corny,Dislike it,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Like it,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,It is corny.,2,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,1,
001A08BD6CD14051966DA95937FA3CAB,"City 200,000+",37,"Urban – Densely populated, city or large town","Associate degree (for example: AA, AS)","Transportation, Distribution & Logistics",Single,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Both I and my parents were born in the United States,"$50,000-$59,999",United States,"$50,000-$59,999",My whole life,White,Full-time,I use deodorant,2,1,4,3,It seems innovative and catchy,Like it,Agree,Agree,Strongly Agree,Strongly Like it,Strongly Agree,Strongly Agree,Strongly Agree,Like it,Agree,Strongly Agree,Agree,Like it,Agree,Agree,Agree,Makes it seem powerful,3,Dislike it,Does not stand out from the competition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
